state;region;year;value;Colonne1
Rondônia;Madeira-Guaporé;2002;2903642.81;0
Rondônia;Madeira-Guaporé;2003;3542366.88;0.219973362
Rondônia;Madeira-Guaporé;2004;4328270.64;0.221858375
Rondônia;Madeira-Guaporé;2005;4871565.76;0.125522447
Rondônia;Madeira-Guaporé;2006;5210185.96;0.06950952
Rondônia;Madeira-Guaporé;2007;5725773.26;0.098957562
Rondônia;Madeira-Guaporé;2008;6836125.96;0.193921877
Rondônia;Madeira-Guaporé;2009;8564778.63;0.252870219
Rondônia;Madeira-Guaporé;2010;11177549.49;0.305059941
Rondônia;Madeira-Guaporé;2011;13546245.02;0.211915459
Rondônia;Madeira-Guaporé;2012;14298553.73;0.055536328
Rondônia;Madeira-Guaporé;2013;14286915.65;-0.000813934
Rondônia;Madeira-Guaporé;2014;15611905.02;0.092741457
Rondônia;Madeira-Guaporé;2015;17086962.65;0.094482872
Rondônia;Madeira-Guaporé;2016;18108011.83;0.059756037
Rondônia;Madeira-Guaporé;2017;20315306.68;0.121896035
Rondônia;Leste Rondoniense;2002;4563987.07;0
Rondônia;Leste Rondoniense;2003;5882643.6;0.288926439
Rondônia;Leste Rondoniense;2004;6676370.8;0.134926957
Rondônia;Leste Rondoniense;2005;7640255.42;0.144372541
Rondônia;Leste Rondoniense;2006;7844527.38;0.026736274
Rondônia;Leste Rondoniense;2007;8712603.24;0.110660059
Rondônia;Leste Rondoniense;2008;10449415.77;0.199344844
Rondônia;Leste Rondoniense;2009;11160230.87;0.068024387
Rondônia;Leste Rondoniense;2010;12730337.39;0.140687638
Rondônia;Leste Rondoniense;2011;14028469.36;0.101971529
Rondônia;Leste Rondoniense;2012;15814166.6;0.127290953
Rondônia;Leste Rondoniense;2013;16834496.88;0.064520016
Rondônia;Leste Rondoniense;2014;18419076.95;0.094126963
Rondônia;Leste Rondoniense;2015;19476370.05;0.057402068
Rondônia;Leste Rondoniense;2016;21352347.15;0.096320674
Rondônia;Leste Rondoniense;2017;23191192.15;0.086119104
Acre;Vale do Juruá;2002;529029.41;0
Acre;Vale do Juruá;2003;604101.23;0.141904814
Acre;Vale do Juruá;2004;656524.66;0.086779214
Acre;Vale do Juruá;2005;759512.33;0.156867939
Acre;Vale do Juruá;2006;828454.15;0.090771166
Acre;Vale do Juruá;2007;1001914.22;0.209377996
Acre;Vale do Juruá;2008;1199552.36;0.19726054
Acre;Vale do Juruá;2009;1380042.79;0.15046482
Acre;Vale do Juruá;2010;1616720.26;0.171500095
Acre;Vale do Juruá;2011;1647967.92;0.019327809
Acre;Vale do Juruá;2012;1826724.28;0.108470777
Acre;Vale do Juruá;2013;2161365.88;0.183192178
Acre;Vale do Juruá;2014;2535895.62;0.173283822
Acre;Vale do Juruá;2015;2458068.46;-0.030690206
Acre;Vale do Juruá;2016;2734296.56;0.112376081
Acre;Vale do Juruá;2017;2875536.62;0.051654989
Acre;Vale do Acre;2002;2442271.87;0
Acre;Vale do Acre;2003;2773133.02;0.135472694
Acre;Vale do Acre;2004;3127477.92;0.127777823
Acre;Vale do Acre;2005;3541068.94;0.132244265
Acre;Vale do Acre;2006;3833352.81;0.082541141
Acre;Vale do Acre;2007;4456257.95;0.162496167
Acre;Vale do Acre;2008;5210702.32;0.169299977
Acre;Vale do Acre;2009;6027778.61;0.156807325
Acre;Vale do Acre;2010;6725635.27;0.115773439
Acre;Vale do Acre;2011;7301465.84;0.085617276
Acre;Vale do Acre;2012;8311200.43;0.138292038
Acre;Vale do Acre;2013;9312564.29;0.120483662
Acre;Vale do Acre;2014;10922802.01;0.172910239
Acre;Vale do Acre;2015;11164733.34;0.0221492
Acre;Vale do Acre;2016;11019943.42;-0.012968507
Acre;Vale do Acre;2017;11395526.52;0.034082126
Amazonas;Norte Amazonense;2002;172660.28;0
Amazonas;Norte Amazonense;2003;197594.39;0.144411384
Amazonas;Norte Amazonense;2004;221697.98;0.121985194
Amazonas;Norte Amazonense;2005;243948.63;0.100364694
Amazonas;Norte Amazonense;2006;282120.35;0.156474418
Amazonas;Norte Amazonense;2007;323202.11;0.145617854
Amazonas;Norte Amazonense;2008;386586.51;0.196113819
Amazonas;Norte Amazonense;2009;434364.91;0.123590448
Amazonas;Norte Amazonense;2010;493112.2;0.135248701
Amazonas;Norte Amazonense;2011;582763.95;0.181808014
Amazonas;Norte Amazonense;2012;604391.1;0.037111338
Amazonas;Norte Amazonense;2013;696035.02;0.151630161
Amazonas;Norte Amazonense;2014;816777.79;0.173472263
Amazonas;Norte Amazonense;2015;873111.31;0.068970436
Amazonas;Norte Amazonense;2016;896252.34;0.026504101
Amazonas;Norte Amazonense;2017;944393.06;0.053713355
Amazonas;Sudoeste Amazonense;2002;622726.07;0
Amazonas;Sudoeste Amazonense;2003;677650.02;0.088199214
Amazonas;Sudoeste Amazonense;2004;719793.14;0.062190096
Amazonas;Sudoeste Amazonense;2005;797882.01;0.108487933
Amazonas;Sudoeste Amazonense;2006;945436.84;0.184933146
Amazonas;Sudoeste Amazonense;2007;957083.74;0.012319067
Amazonas;Sudoeste Amazonense;2008;1086033.13;0.134731565
Amazonas;Sudoeste Amazonense;2009;1215654.23;0.119352805
Amazonas;Sudoeste Amazonense;2010;1482611.68;0.21959982
Amazonas;Sudoeste Amazonense;2011;1832954.98;0.236301457
Amazonas;Sudoeste Amazonense;2012;2043156.37;0.11467897
Amazonas;Sudoeste Amazonense;2013;2460326.04;0.204179022
Amazonas;Sudoeste Amazonense;2014;2720635.04;0.105802644
Amazonas;Sudoeste Amazonense;2015;2829326.46;0.039950754
Amazonas;Sudoeste Amazonense;2016;2988858.73;0.056385247
Amazonas;Sudoeste Amazonense;2017;3197709.75;0.069876511
Amazonas;Centro Amazonense;2002;20804792.01;0
Amazonas;Centro Amazonense;2003;24450502.13;0.175234154
Amazonas;Centro Amazonense;2004;29557652.81;0.208877129
Amazonas;Centro Amazonense;2005;32250417.02;0.091102099
Amazonas;Centro Amazonense;2006;37796084.77;0.171956466
Amazonas;Centro Amazonense;2007;41251862.65;0.091432166
Amazonas;Centro Amazonense;2008;45587383.6;0.105098792
Amazonas;Centro Amazonense;2009;47764068.99;0.047747539
Amazonas;Centro Amazonense;2010;57525612.45;0.204370014
Amazonas;Centro Amazonense;2011;66500034.28;0.15600741
Amazonas;Centro Amazonense;2012;67630310.21;0.016996622
Amazonas;Centro Amazonense;2013;77633079.2;0.147903639
Amazonas;Centro Amazonense;2014;80590464.8;0.0380944
Amazonas;Centro Amazonense;2015;80192735.66;-0.004935189
Amazonas;Centro Amazonense;2016;82327233.12;0.026617092
Amazonas;Centro Amazonense;2017;85886452.36;0.043232587
Amazonas;Sul Amazonense;2002;493159.66;0
Amazonas;Sul Amazonense;2003;536387.55;0.087654959
Amazonas;Sul Amazonense;2004;591551.87;0.102844147
Amazonas;Sul Amazonense;2005;688628.87;0.164105643
Amazonas;Sul Amazonense;2006;909570.68;0.320843083
Amazonas;Sul Amazonense;2007;947624.58;0.04183721
Amazonas;Sul Amazonense;2008;1055261.41;0.113585941
Amazonas;Sul Amazonense;2009;1145751.55;0.085751397
Amazonas;Sul Amazonense;2010;1375786.36;0.200771982
Amazonas;Sul Amazonense;2011;1818648.01;0.321897108
Amazonas;Sul Amazonense;2012;1964843.0;0.080386633
Amazonas;Sul Amazonense;2013;2261792.7;0.151131515
Amazonas;Sul Amazonense;2014;2540766.15;0.123341741
Amazonas;Sul Amazonense;2015;2673010.81;0.052049127
Amazonas;Sul Amazonense;2016;2827437.81;0.057772681
Amazonas;Sul Amazonense;2017;3175619.84;0.12314401
Roraima;Norte de Roraima;2002;2095513.33;0
Roraima;Norte de Roraima;2003;2268276.08;0.082444119
Roraima;Norte de Roraima;2004;2452454.24;0.081197418
Roraima;Norte de Roraima;2005;2767676.06;0.128533212
Roraima;Norte de Roraima;2006;3320711.08;0.199819274
Roraima;Norte de Roraima;2007;3652593.72;0.099943245
Roraima;Norte de Roraima;2008;4210095.67;0.152631799
Roraima;Norte de Roraima;2009;4924327.03;0.169647299
Roraima;Norte de Roraima;2010;5800677.75;0.17796355
Roraima;Norte de Roraima;2011;6312317.78;0.088203491
Roraima;Norte de Roraima;2012;6658444.3;0.054833507
Roraima;Norte de Roraima;2013;7697613.88;0.156067924
Roraima;Norte de Roraima;2014;8372263.71;0.087644021
Roraima;Norte de Roraima;2015;8726197.1;0.042274515
Roraima;Norte de Roraima;2016;9375368.34;0.074393373
Roraima;Norte de Roraima;2017;10332365.7;0.102075708
Roraima;Sul de Roraima;2002;296519.34;0
Roraima;Sul de Roraima;2003;325804.79;0.098764047
Roraima;Sul de Roraima;2004;370302.74;0.136578563
Roraima;Sul de Roraima;2005;425754.36;0.149746718
Roraima;Sul de Roraima;2006;481741.03;0.131499933
Roraima;Sul de Roraima;2007;550708.41;0.143162769
Roraima;Sul de Roraima;2008;631766.76;0.147189236
Roraima;Sul de Roraima;2009;747647.56;0.183423389
Roraima;Sul de Roraima;2010;838472.73;0.121481263
Roraima;Sul de Roraima;2011;991401.49;0.182389665
Roraima;Sul de Roraima;2012;1053022.82;0.062155777
Roraima;Sul de Roraima;2013;1313111.4;0.246992349
Roraima;Sul de Roraima;2014;1371858.6;0.044738931
Roraima;Sul de Roraima;2015;1516708.04;0.105586275
Roraima;Sul de Roraima;2016;1637868.88;0.079884089
Roraima;Sul de Roraima;2017;1770870.67;0.081204174
Pará;Baixo Amazonas;2002;2454376.04;0
Pará;Baixo Amazonas;2003;2937258.36;0.196743413
Pará;Baixo Amazonas;2004;3570215.15;0.215492378
Pará;Baixo Amazonas;2005;3707931.86;0.038573785
Pará;Baixo Amazonas;2006;3889140.86;0.048870639
Pará;Baixo Amazonas;2007;4188142.13;0.07688106
Pará;Baixo Amazonas;2008;5034018.88;0.201969447
Pará;Baixo Amazonas;2009;4980512.6;-0.010628939
Pará;Baixo Amazonas;2010;6811746.89;0.367679883
Pará;Baixo Amazonas;2011;7157364.71;0.0507385
Pará;Baixo Amazonas;2012;7832735.2;0.094360217
Pará;Baixo Amazonas;2013;9455622.9;0.207192974
Pará;Baixo Amazonas;2014;9829858.81;0.039578134
Pará;Baixo Amazonas;2015;10180142.53;0.035634664
Pará;Baixo Amazonas;2016;11561837.92;0.135724562
Pará;Baixo Amazonas;2017;12043521.45;0.041661502
Pará;Marajó;2002;802806.55;0
Pará;Marajó;2003;863021.16;0.07500513
Pará;Marajó;2004;1013148.62;0.173955712
Pará;Marajó;2005;1095043.01;0.080831566
Pará;Marajó;2006;1171750.06;0.070049349
Pará;Marajó;2007;1357319.56;0.158369525
Pará;Marajó;2008;1445980.59;0.065320675
Pará;Marajó;2009;1636488.5;0.131749977
Pará;Marajó;2010;1938687.22;0.184662905
Pará;Marajó;2011;2280101.95;0.176106144
Pará;Marajó;2012;2692903.8;0.181045348
Pará;Marajó;2013;3137402.22;0.165062866
Pará;Marajó;2014;3310332.01;0.055118782
Pará;Marajó;2015;3854110.24;0.164266976
Pará;Marajó;2016;4402860.78;0.142380603
Pará;Marajó;2017;4605352.04;0.045990839
Pará;Metropolitana de Belém;2002;11768257.58;0
Pará;Metropolitana de Belém;2003;13202362.82;0.121862156
Pará;Metropolitana de Belém;2004;16354752.02;0.238774623
Pará;Metropolitana de Belém;2005;17381420.28;0.062774921
Pará;Metropolitana de Belém;2006;20200056.45;0.162163743
Pará;Metropolitana de Belém;2007;22509267.3;0.114317049
Pará;Metropolitana de Belém;2008;24595935.35;0.09270262
Pará;Metropolitana de Belém;2009;26249655.78;0.067235517
Pará;Metropolitana de Belém;2010;29028871.87;0.105876287
Pará;Metropolitana de Belém;2011;32918103.22;0.13397804
Pará;Metropolitana de Belém;2012;38592386.37;0.172375763
Pará;Metropolitana de Belém;2013;40505616.25;0.049575319
Pará;Metropolitana de Belém;2014;44931534.32;0.109266775
Pará;Metropolitana de Belém;2015;48482609.17;0.07903302
Pará;Metropolitana de Belém;2016;49515732.37;0.02130915
Pará;Metropolitana de Belém;2017;50813800.94;0.026215276
Pará;Nordeste Paraense;2002;3295469.21;0
Pará;Nordeste Paraense;2003;3787607.71;0.149337915
Pará;Nordeste Paraense;2004;4304733.23;0.136530908
Pará;Nordeste Paraense;2005;4782504.97;0.110987537
Pará;Nordeste Paraense;2006;5355554.31;0.119822006
Pará;Nordeste Paraense;2007;6183915.95;0.154673371
Pará;Nordeste Paraense;2008;6686136.56;0.08121401
Pará;Nordeste Paraense;2009;7509422.11;0.123133224
Pará;Nordeste Paraense;2010;8916638.96;0.187393494
Pará;Nordeste Paraense;2011;10341915.79;0.159844627
Pará;Nordeste Paraense;2012;11445273.68;0.106687959
Pará;Nordeste Paraense;2013;14464971.46;0.263837971
Pará;Nordeste Paraense;2014;14664340.54;0.013782888
Pará;Nordeste Paraense;2015;15840487.12;0.080204533
Pará;Nordeste Paraense;2016;17858941.99;0.127423788
Pará;Nordeste Paraense;2017;18570078.68;0.039819643
Pará;Sudoeste Paraense;2002;1275139.44;0
Pará;Sudoeste Paraense;2003;1433654.62;0.124312036
Pará;Sudoeste Paraense;2004;1719541.59;0.199411327
Pará;Sudoeste Paraense;2005;1885363.49;0.096433783
Pará;Sudoeste Paraense;2006;2065659.21;0.095629156
Pará;Sudoeste Paraense;2007;2536801.19;0.228083112
Pará;Sudoeste Paraense;2008;2682107.54;0.057279361
Pará;Sudoeste Paraense;2009;2905168.45;0.083166281
Pará;Sudoeste Paraense;2010;3595297.29;0.237552091
Pará;Sudoeste Paraense;2011;4299398.95;0.195839621
Pará;Sudoeste Paraense;2012;5465081.91;0.271126958
Pará;Sudoeste Paraense;2013;7151429.21;0.308567617
Pará;Sudoeste Paraense;2014;8881083.75;0.24186138
Pará;Sudoeste Paraense;2015;9073018.37;0.021611621
Pará;Sudoeste Paraense;2016;8872697.57;-0.022078739
Pará;Sudoeste Paraense;2017;11520177.89;0.298385051
Pará;Sudeste Paraense;2002;6886110.05;0
Pará;Sudeste Paraense;2003;8046247.2;0.168474965
Pará;Sudeste Paraense;2004;10310335.29;0.281384356
Pará;Sudeste Paraense;2005;11670629.89;0.13193505
Pará;Sudeste Paraense;2006;13300865.92;0.139687064
Pará;Sudeste Paraense;2007;15071430.19;0.133116466
Pará;Sudeste Paraense;2008;20512799.32;0.361038671
Pará;Sudeste Paraense;2009;18383848.13;-0.103786478
Pará;Sudeste Paraense;2010;32393275.58;0.762050869
Pará;Sudeste Paraense;2011;41713851.26;0.287731806
Pará;Sudeste Paraense;2012;41052499.96;-0.015854477
Pará;Sudeste Paraense;2013;46509804.56;0.132934769
Pará;Sudeste Paraense;2014;42967795.59;-0.076156178
Pará;Sudeste Paraense;2015;43469137.7;0.011667857
Pará;Sudeste Paraense;2016;45895443.63;0.055816749
Pará;Sudeste Paraense;2017;57642439.57;0.255951245
Amapá;Norte do Amapá;2002;159755.97;0
Amapá;Norte do Amapá;2003;180497.29;0.129831267
Amapá;Norte do Amapá;2004;214461.8;0.188171856
Amapá;Norte do Amapá;2005;250976.15;0.170260391
Amapá;Norte do Amapá;2006;289968.13;0.155361296
Amapá;Norte do Amapá;2007;367883.49;0.268703185
Amapá;Norte do Amapá;2008;427606.73;0.162342811
Amapá;Norte do Amapá;2009;476687.74;0.114780724
Amapá;Norte do Amapá;2010;493286.0;0.034819985
Amapá;Norte do Amapá;2011;573494.62;0.162600641
Amapá;Norte do Amapá;2012;670795.55;0.169663196
Amapá;Norte do Amapá;2013;817781.57;0.219121937
Amapá;Norte do Amapá;2014;793064.39;-0.030224672
Amapá;Norte do Amapá;2015;796052.04;0.003767222
Amapá;Norte do Amapá;2016;884584.26;0.111214111
Amapá;Norte do Amapá;2017;973299.43;0.100290243
Amapá;Sul do Amapá;2002;3013586.7;0
Amapá;Sul do Amapá;2003;3232697.86;0.072707767
Amapá;Sul do Amapá;2004;3610277.96;0.116800306
Amapá;Sul do Amapá;2005;4055433.98;0.123302423
Amapá;Sul do Amapá;2006;4990853.82;0.230658382
Amapá;Sul do Amapá;2007;5644639.37;0.130996734
Amapá;Sul do Amapá;2008;6522806.35;0.155575392
Amapá;Sul do Amapá;2009;7013967.81;0.075299102
Amapá;Sul do Amapá;2010;7744509.35;0.104155246
Amapá;Sul do Amapá;2011;8835733.42;0.140902931
Amapá;Sul do Amapá;2012;10460072.25;0.183837465
Amapá;Sul do Amapá;2013;11945704.64;0.142028884
Amapá;Sul do Amapá;2014;12607219.2;0.055376772
Amapá;Sul do Amapá;2015;13065241.23;0.036330139
Amapá;Sul do Amapá;2016;13457550.82;0.030026969
Amapá;Sul do Amapá;2017;14506585.64;0.077951392
Tocantins;Ocidental do Tocantins;2002;3194935.18;0
Tocantins;Ocidental do Tocantins;2003;4152980.36;0.29986373
Tocantins;Ocidental do Tocantins;2004;4553149.05;0.096356991
Tocantins;Ocidental do Tocantins;2005;4737874.38;0.040570895
Tocantins;Ocidental do Tocantins;2006;5273014.22;0.112949352
Tocantins;Ocidental do Tocantins;2007;6263773.3;0.187892359
Tocantins;Ocidental do Tocantins;2008;7316315.79;0.168036492
Tocantins;Ocidental do Tocantins;2009;8171394.64;0.116872874
Tocantins;Ocidental do Tocantins;2010;9539146.77;0.167382949
Tocantins;Ocidental do Tocantins;2011;10560682.48;0.107088793
Tocantins;Ocidental do Tocantins;2012;11837253.16;0.120879563
Tocantins;Ocidental do Tocantins;2013;13609272.12;0.149698493
Tocantins;Ocidental do Tocantins;2014;14428732.22;0.060213367
Tocantins;Ocidental do Tocantins;2015;16261061.33;0.126991691
Tocantins;Ocidental do Tocantins;2016;18035868.15;0.109144587
Tocantins;Ocidental do Tocantins;2017;18833831.13;0.044243115
Tocantins;Oriental do Tocantins;2002;2127627.73;0
Tocantins;Oriental do Tocantins;2003;2459358.69;0.155915885
Tocantins;Oriental do Tocantins;2004;2698430.93;0.097209179
Tocantins;Oriental do Tocantins;2005;2969465.3;0.10044147
Tocantins;Oriental do Tocantins;2006;3382599.1;0.139127337
Tocantins;Oriental do Tocantins;2007;3929070.69;0.161553756
Tocantins;Oriental do Tocantins;2008;4800077.5;0.221682652
Tocantins;Oriental do Tocantins;2009;5518409.78;0.149650142
Tocantins;Oriental do Tocantins;2010;6865669.32;0.24413909
Tocantins;Oriental do Tocantins;2011;7785005.25;0.133903322
Tocantins;Oriental do Tocantins;2012;8847176.78;0.136438126
Tocantins;Oriental do Tocantins;2013;10187384.29;0.151484201
Tocantins;Oriental do Tocantins;2014;11760590.42;0.154426896
Tocantins;Oriental do Tocantins;2015;12669229.47;0.077261346
Tocantins;Oriental do Tocantins;2016;13548948.05;0.069437418
Tocantins;Oriental do Tocantins;2017;15267856.24;0.126866542
Maranhão;Norte Maranhense;2002;7700256.12;0
Maranhão;Norte Maranhense;2003;9023885.1;0.17189415
Maranhão;Norte Maranhense;2004;10418290.71;0.154523866
Maranhão;Norte Maranhense;2005;12169919.04;0.168130107
Maranhão;Norte Maranhense;2006;15001754.3;0.23269138
Maranhão;Norte Maranhense;2007;15257382.77;0.017039905
Maranhão;Norte Maranhense;2008;18578179.83;0.217651816
Maranhão;Norte Maranhense;2009;19953849.64;0.07404761
Maranhão;Norte Maranhense;2010;24055758.5;0.205569799
Maranhão;Norte Maranhense;2011;26963224.1;0.120863601
Maranhão;Norte Maranhense;2012;30646339.87;0.136597751
Maranhão;Norte Maranhense;2013;32104629.75;0.047584471
Maranhão;Norte Maranhense;2014;37816350.73;0.177909573
Maranhão;Norte Maranhense;2015;37853320.86;0.000977623
Maranhão;Norte Maranhense;2016;41020434.16;0.083668044
Maranhão;Norte Maranhense;2017;42657440.21;0.039907087
Maranhão;Oeste Maranhense;2002;3397493.78;0
Maranhão;Oeste Maranhense;2003;4217867.41;0.241464351
Maranhão;Oeste Maranhense;2004;4655803.39;0.103828769
Maranhão;Oeste Maranhense;2005;5216439.73;0.12041667
Maranhão;Oeste Maranhense;2006;6231381.33;0.194565959
Maranhão;Oeste Maranhense;2007;6335299.45;0.016676579
Maranhão;Oeste Maranhense;2008;7366006.65;0.162692736
Maranhão;Oeste Maranhense;2009;7789205.21;0.057452916
Maranhão;Oeste Maranhense;2010;8635888.94;0.108699631
Maranhão;Oeste Maranhense;2011;9880542.91;0.14412575
Maranhão;Oeste Maranhense;2012;11830781.47;0.197381721
Maranhão;Oeste Maranhense;2013;13547606.75;0.145115121
Maranhão;Oeste Maranhense;2014;15344715.43;0.132651376
Maranhão;Oeste Maranhense;2015;16547383.85;0.078376717
Maranhão;Oeste Maranhense;2016;18681828.87;0.128989878
Maranhão;Oeste Maranhense;2017;18278247.02;-0.021602909
Maranhão;Centro Maranhense;2002;1548903.77;0
Maranhão;Centro Maranhense;2003;1828598.73;0.180576073
Maranhão;Centro Maranhense;2004;2023255.84;0.106451518
Maranhão;Centro Maranhense;2005;2191279.5;0.083046176
Maranhão;Centro Maranhense;2006;2533007.54;0.155949088
Maranhão;Centro Maranhense;2007;2675469.79;0.056242332
Maranhão;Centro Maranhense;2008;3363492.32;0.257159521
Maranhão;Centro Maranhense;2009;3722185.24;0.106643003
Maranhão;Centro Maranhense;2010;3982611.58;0.069965981
Maranhão;Centro Maranhense;2011;4568635.91;0.14714574
Maranhão;Centro Maranhense;2012;5063537.89;0.108325984
Maranhão;Centro Maranhense;2013;7423907.0;0.466150182
Maranhão;Centro Maranhense;2014;7364979.28;-0.007937562
Maranhão;Centro Maranhense;2015;7611214.9;0.033433308
Maranhão;Centro Maranhense;2016;8667029.93;0.138718331
Maranhão;Centro Maranhense;2017;9410231.11;0.085750388
Maranhão;Leste Maranhense;2002;2161730.29;0
Maranhão;Leste Maranhense;2003;2766938.53;0.279964731
Maranhão;Leste Maranhense;2004;3164743.86;0.143770932
Maranhão;Leste Maranhense;2005;3414993.88;0.079074336
Maranhão;Leste Maranhense;2006;4075045.12;0.193280358
Maranhão;Leste Maranhense;2007;4194111.3;0.029218371
Maranhão;Leste Maranhense;2008;5001180.78;0.192429199
Maranhão;Leste Maranhense;2009;5530913.2;0.10592147
Maranhão;Leste Maranhense;2010;5873304.95;0.061905103
Maranhão;Leste Maranhense;2011;6620250.86;0.127176422
Maranhão;Leste Maranhense;2012;7280162.36;0.099680739
Maranhão;Leste Maranhense;2013;8087300.34;0.110868129
Maranhão;Leste Maranhense;2014;9463926.29;0.170220703
Maranhão;Leste Maranhense;2015;9638794.77;0.018477371
Maranhão;Leste Maranhense;2016;10854482.42;0.126124446
Maranhão;Leste Maranhense;2017;11309784.83;0.041946027
Maranhão;Sul Maranhense;2002;1115618.57;0
Maranhão;Sul Maranhense;2003;1665610.33;0.492992654
Maranhão;Sul Maranhense;2004;1865038.02;0.119732501
Maranhão;Sul Maranhense;2005;2111577.14;0.132189863
Maranhão;Sul Maranhense;2006;1869454.74;-0.114664246
Maranhão;Sul Maranhense;2007;2268602.47;0.21351024
Maranhão;Sul Maranhense;2008;3623542.59;0.597257624
Maranhão;Sul Maranhense;2009;3998417.36;0.103455323
Maranhão;Sul Maranhense;2010;3762069.14;-0.059110443
Maranhão;Sul Maranhense;2011;4110881.55;0.092718235
Maranhão;Sul Maranhense;2012;5669286.93;0.379092747
Maranhão;Sul Maranhense;2013;6531400.69;0.152067406
Maranhão;Sul Maranhense;2014;6852055.92;0.049094405
Maranhão;Sul Maranhense;2015;6825279.47;-0.003907798
Maranhão;Sul Maranhense;2016;6086262.76;-0.108276403
Maranhão;Sul Maranhense;2017;7868480.44;0.292826279
Piauí;Norte Piauiense;2002;954410.56;0
Piauí;Norte Piauiense;2003;1098029.63;0.150479339
Piauí;Norte Piauiense;2004;1266728.37;0.153637694
Piauí;Norte Piauiense;2005;1407355.03;0.111015639
Piauí;Norte Piauiense;2006;1715126.2;0.218687654
Piauí;Norte Piauiense;2007;1868702.67;0.089542373
Piauí;Norte Piauiense;2008;2133782.09;0.141852112
Piauí;Norte Piauiense;2009;2426835.2;0.137339755
Piauí;Norte Piauiense;2010;2880083.58;0.186765208
Piauí;Norte Piauiense;2011;3254705.81;0.130073388
Piauí;Norte Piauiense;2012;3614315.21;0.110489064
Piauí;Norte Piauiense;2013;4181764.09;0.157000385
Piauí;Norte Piauiense;2014;4842079.54;0.157903563
Piauí;Norte Piauiense;2015;5220982.11;0.078252033
Piauí;Norte Piauiense;2016;5720606.36;0.095695453
Piauí;Norte Piauiense;2017;6079503.19;0.06273755
Piauí;Centro-Norte Piauiense;2002;4410322.49;0
Piauí;Centro-Norte Piauiense;2003;5064529.25;0.148335357
Piauí;Centro-Norte Piauiense;2004;5424669.47;0.071110305
Piauí;Centro-Norte Piauiense;2005;6287876.84;0.159126261
Piauí;Centro-Norte Piauiense;2006;8192468.44;0.302898999
Piauí;Centro-Norte Piauiense;2007;8153496.76;-0.004757013
Piauí;Centro-Norte Piauiense;2008;9281609.73;0.138359406
Piauí;Centro-Norte Piauiense;2009;10989812.26;0.184041624
Piauí;Centro-Norte Piauiense;2010;13262106.09;0.206763662
Piauí;Centro-Norte Piauiense;2011;15190092.19;0.14537556
Piauí;Centro-Norte Piauiense;2012;16593146.44;0.092366408
Piauí;Centro-Norte Piauiense;2013;18386058.93;0.108051387
Piauí;Centro-Norte Piauiense;2014;22056493.19;0.199631377
Piauí;Centro-Norte Piauiense;2015;22244489.44;0.008523397
Piauí;Centro-Norte Piauiense;2016;24207237.16;0.088235234
Piauí;Centro-Norte Piauiense;2017;24497901.67;0.012007339
Piauí;Sudoeste Piauiense;2002;921568.66;0
Piauí;Sudoeste Piauiense;2003;1293544.36;0.403633192
Piauí;Sudoeste Piauiense;2004;1618663.27;0.251339591
Piauí;Sudoeste Piauiense;2005;1749010.22;0.080527527
Piauí;Sudoeste Piauiense;2006;1866042.16;0.06691324
Piauí;Sudoeste Piauiense;2007;2042950.8;0.094804203
Piauí;Sudoeste Piauiense;2008;2807847.07;0.374407582
Piauí;Sudoeste Piauiense;2009;3285756.44;0.170204914
Piauí;Sudoeste Piauiense;2010;3465868.57;0.054816032
Piauí;Sudoeste Piauiense;2011;4397837.39;0.268899066
Piauí;Sudoeste Piauiense;2012;5184680.19;0.178915847
Piauí;Sudoeste Piauiense;2013;5074785.4;-0.02119606
Piauí;Sudoeste Piauiense;2014;6556421.75;0.291960395
Piauí;Sudoeste Piauiense;2015;7136470.65;0.088470346
Piauí;Sudoeste Piauiense;2016;6420964.71;-0.100260475
Piauí;Sudoeste Piauiense;2017;8864808.71;0.380603867
Piauí;Sudeste Piauiense;2002;836332.91;0
Piauí;Sudeste Piauiense;2003;958797.28;0.14643017
Piauí;Sudeste Piauiense;2004;1096399.64;0.143515593
Piauí;Sudeste Piauiense;2005;1267592.41;0.156140848
Piauí;Sudeste Piauiense;2006;1586841.69;0.251854837
Piauí;Sudeste Piauiense;2007;1670934.31;0.052993705
Piauí;Sudeste Piauiense;2008;1980100.97;0.18502622
Piauí;Sudeste Piauiense;2009;2244045.43;0.133298485
Piauí;Sudeste Piauiense;2010;2661090.9;0.185845377
Piauí;Sudeste Piauiense;2011;3098727.01;0.164457407
Piauí;Sudeste Piauiense;2012;3245542.86;0.047379408
Piauí;Sudeste Piauiense;2013;3640984.6;0.121841478
Piauí;Sudeste Piauiense;2014;4268502.17;0.172348318
Piauí;Sudeste Piauiense;2015;4547743.55;0.065419055
Piauí;Sudeste Piauiense;2016;5068128.5;0.114427066
Piauí;Sudeste Piauiense;2017;5916401.96;0.167374103
Ceará;Noroeste Cearense;2002;2886001.23;0
Ceará;Noroeste Cearense;2003;3391771.55;0.175249516
Ceará;Noroeste Cearense;2004;3886952.96;0.145994918
Ceará;Noroeste Cearense;2005;4329087.85;0.113748454
Ceará;Noroeste Cearense;2006;4776493.42;0.103348693
Ceará;Noroeste Cearense;2007;5120884.22;0.072101178
Ceará;Noroeste Cearense;2008;6046982.05;0.18084725
Ceará;Noroeste Cearense;2009;6521070.24;0.078400793
