state;region;year;value;Colonne1
Santa Catarina;Vale do Itajaí;2013;60991048.98;0.114450883
Santa Catarina;Vale do Itajaí;2014;73248252.08;0.200967245
Santa Catarina;Vale do Itajaí;2015;72728682.79;-0.007093265
Santa Catarina;Vale do Itajaí;2016;75042360.56;0.031812453
Santa Catarina;Vale do Itajaí;2017;82978746.41;0.105758745
Santa Catarina;Grande Florianópolis;2002;8042106.65;0
Santa Catarina;Grande Florianópolis;2003;9218512.0;0.146280745
Santa Catarina;Grande Florianópolis;2004;10208671.31;0.107409885
Santa Catarina;Grande Florianópolis;2005;11922435.0;0.167873334
Santa Catarina;Grande Florianópolis;2006;13534792.2;0.13523724
Santa Catarina;Grande Florianópolis;2007;15457136.2;0.142029813
Santa Catarina;Grande Florianópolis;2008;18084715.77;0.169991358
Santa Catarina;Grande Florianópolis;2009;19490094.15;0.077710836
Santa Catarina;Grande Florianópolis;2010;23242132.75;0.19251003
Santa Catarina;Grande Florianópolis;2011;26431088.23;0.137205803
Santa Catarina;Grande Florianópolis;2012;29305009.19;0.108732601
Santa Catarina;Grande Florianópolis;2013;32497234.34;0.108931041
Santa Catarina;Grande Florianópolis;2014;36984146.03;0.138070571
Santa Catarina;Grande Florianópolis;2015;38470397.12;0.040186168
Santa Catarina;Grande Florianópolis;2016;39945195.52;0.038335929
Santa Catarina;Grande Florianópolis;2017;41814596.57;0.046799146
Santa Catarina;Sul Catarinense;2002;6423734.9;0
Santa Catarina;Sul Catarinense;2003;7448695.16;0.159558306
Santa Catarina;Sul Catarinense;2004;8425059.95;0.131078634
Santa Catarina;Sul Catarinense;2005;9198073.06;0.091751645
Santa Catarina;Sul Catarinense;2006;10263073.17;0.115785133
Santa Catarina;Sul Catarinense;2007;11326938.52;0.103659531
Santa Catarina;Sul Catarinense;2008;13316600.5;0.175657524
Santa Catarina;Sul Catarinense;2009;14495945.67;0.08856203
Santa Catarina;Sul Catarinense;2010;16874164.31;0.164060952
Santa Catarina;Sul Catarinense;2011;19094484.01;0.131581017
Santa Catarina;Sul Catarinense;2012;20846835.22;0.09177264
Santa Catarina;Sul Catarinense;2013;23751508.15;0.139334
Santa Catarina;Sul Catarinense;2014;27298390.71;0.149332941
Santa Catarina;Sul Catarinense;2015;28281394.33;0.036009581
Santa Catarina;Sul Catarinense;2016;29232220.07;0.033620186
Santa Catarina;Sul Catarinense;2017;31023284.0;0.061270199
Rio Grande do Sul;Noroeste Rio-grandense;2002;15901796.63;0
Rio Grande do Sul;Noroeste Rio-grandense;2003;22268045.52;0.400347774
Rio Grande do Sul;Noroeste Rio-grandense;2004;21990376.45;-0.012469396
Rio Grande do Sul;Noroeste Rio-grandense;2005;19088421.43;-0.131964772
Rio Grande do Sul;Noroeste Rio-grandense;2006;22209566.42;0.163509853
Rio Grande do Sul;Noroeste Rio-grandense;2007;26559603.44;0.195863212
Rio Grande do Sul;Noroeste Rio-grandense;2008;31261400.23;0.177028125
Rio Grande do Sul;Noroeste Rio-grandense;2009;32483191.3;0.039083056
Rio Grande do Sul;Noroeste Rio-grandense;2010;38673171.65;0.190559489
Rio Grande do Sul;Noroeste Rio-grandense;2011;45228040.67;0.16949396
Rio Grande do Sul;Noroeste Rio-grandense;2012;46562191.18;0.029498304
Rio Grande do Sul;Noroeste Rio-grandense;2013;61304169.58;0.316608347
Rio Grande do Sul;Noroeste Rio-grandense;2014;63524116.66;0.036212008
Rio Grande do Sul;Noroeste Rio-grandense;2015;68170460.99;0.073142998
Rio Grande do Sul;Noroeste Rio-grandense;2016;75004840.63;0.100254268
Rio Grande do Sul;Noroeste Rio-grandense;2017;75934511.68;0.012394814
Rio Grande do Sul;Nordeste Rio-grandense;2002;12388908.04;0
Rio Grande do Sul;Nordeste Rio-grandense;2003;14367579.62;0.159713154
Rio Grande do Sul;Nordeste Rio-grandense;2004;16943445.8;0.179283237
Rio Grande do Sul;Nordeste Rio-grandense;2005;17871850.6;0.054794332
Rio Grande do Sul;Nordeste Rio-grandense;2006;19045253.77;0.065656501
Rio Grande do Sul;Nordeste Rio-grandense;2007;21409105.61;0.124117634
Rio Grande do Sul;Nordeste Rio-grandense;2008;24806550.66;0.158691592
Rio Grande do Sul;Nordeste Rio-grandense;2009;25951325.5;0.046148086
Rio Grande do Sul;Nordeste Rio-grandense;2010;32673214.67;0.259019108
Rio Grande do Sul;Nordeste Rio-grandense;2011;36688109.73;0.12288032
Rio Grande do Sul;Nordeste Rio-grandense;2012;39842315.83;0.085973524
Rio Grande do Sul;Nordeste Rio-grandense;2013;43709222.44;0.097055267
Rio Grande do Sul;Nordeste Rio-grandense;2014;47505363.4;0.086849885
Rio Grande do Sul;Nordeste Rio-grandense;2015;46982632.22;-0.011003624
Rio Grande do Sul;Nordeste Rio-grandense;2016;47583544.09;0.012790085
Rio Grande do Sul;Nordeste Rio-grandense;2017;50323930.0;0.057591043
Rio Grande do Sul;Centro Ocidental Rio-grandense;2002;3650691.4;0
Rio Grande do Sul;Centro Ocidental Rio-grandense;2003;4625684.96;0.267070933
Rio Grande do Sul;Centro Ocidental Rio-grandense;2004;4772544.25;0.031748658
Rio Grande do Sul;Centro Ocidental Rio-grandense;2005;4528770.8;-0.051078301
Rio Grande do Sul;Centro Ocidental Rio-grandense;2006;5252392.55;0.159783257
Rio Grande do Sul;Centro Ocidental Rio-grandense;2007;6181141.62;0.176824002
Rio Grande do Sul;Centro Ocidental Rio-grandense;2008;7101443.91;0.148888724
Rio Grande do Sul;Centro Ocidental Rio-grandense;2009;7543487.3;0.062246973
Rio Grande do Sul;Centro Ocidental Rio-grandense;2010;8339794.99;0.105562276
Rio Grande do Sul;Centro Ocidental Rio-grandense;2011;9603550.56;0.15153317
Rio Grande do Sul;Centro Ocidental Rio-grandense;2012;9922121.39;0.033172193
Rio Grande do Sul;Centro Ocidental Rio-grandense;2013;12601959.4;0.270087203
Rio Grande do Sul;Centro Ocidental Rio-grandense;2014;13772938.62;0.092920409
Rio Grande do Sul;Centro Ocidental Rio-grandense;2015;14595487.2;0.059722083
Rio Grande do Sul;Centro Ocidental Rio-grandense;2016;15695824.0;0.075388837
Rio Grande do Sul;Centro Ocidental Rio-grandense;2017;16305081.29;0.038816522
Rio Grande do Sul;Centro Oriental Rio-grandense;2002;7850327.56;0
Rio Grande do Sul;Centro Oriental Rio-grandense;2003;8759542.05;0.115818669
Rio Grande do Sul;Centro Oriental Rio-grandense;2004;9704102.86;0.107832214
Rio Grande do Sul;Centro Oriental Rio-grandense;2005;9710347.18;0.000643472
Rio Grande do Sul;Centro Oriental Rio-grandense;2006;10427548.68;0.073859512
Rio Grande do Sul;Centro Oriental Rio-grandense;2007;11300022.64;0.083670092
Rio Grande do Sul;Centro Oriental Rio-grandense;2008;12996447.32;0.150125777
Rio Grande do Sul;Centro Oriental Rio-grandense;2009;14085544.27;0.083799589
Rio Grande do Sul;Centro Oriental Rio-grandense;2010;16781375.8;0.191389944
Rio Grande do Sul;Centro Oriental Rio-grandense;2011;18966476.97;0.130209894
Rio Grande do Sul;Centro Oriental Rio-grandense;2012;20883706.57;0.101085173
Rio Grande do Sul;Centro Oriental Rio-grandense;2013;24754796.6;0.185364127
Rio Grande do Sul;Centro Oriental Rio-grandense;2014;27757979.79;0.121317223
Rio Grande do Sul;Centro Oriental Rio-grandense;2015;28014497.49;0.009241224
Rio Grande do Sul;Centro Oriental Rio-grandense;2016;29482529.27;0.052402574
Rio Grande do Sul;Centro Oriental Rio-grandense;2017;30264070.62;0.026508626
Rio Grande do Sul;Metropolitana de Porto Alegre;2002;48741796.4;0
Rio Grande do Sul;Metropolitana de Porto Alegre;2003;56691369.96;0.163095621
Rio Grande do Sul;Metropolitana de Porto Alegre;2004;64269354.77;0.133670871
Rio Grande do Sul;Metropolitana de Porto Alegre;2005;71985550.75;0.120060268
Rio Grande do Sul;Metropolitana de Porto Alegre;2006;76288739.31;0.059778504
Rio Grande do Sul;Metropolitana de Porto Alegre;2007;85635842.06;0.122522706
Rio Grande do Sul;Metropolitana de Porto Alegre;2008;94159614.38;0.099535103
Rio Grande do Sul;Metropolitana de Porto Alegre;2009;103381431.8;0.097938139
Rio Grande do Sul;Metropolitana de Porto Alegre;2010;120807688.3;0.168562731
Rio Grande do Sul;Metropolitana de Porto Alegre;2011;128895151.4;0.066944937
Rio Grande do Sul;Metropolitana de Porto Alegre;2012;141593615.5;0.098517779
Rio Grande do Sul;Metropolitana de Porto Alegre;2013;155258509.3;0.096507839
Rio Grande do Sul;Metropolitana de Porto Alegre;2014;168720479.3;0.08670681
Rio Grande do Sul;Metropolitana de Porto Alegre;2015;184122639.1;0.091288028
Rio Grande do Sul;Metropolitana de Porto Alegre;2016;195640991.9;0.062558047
Rio Grande do Sul;Metropolitana de Porto Alegre;2017;203094032.6;0.038095496
Rio Grande do Sul;Sudoeste Rio-grandense;2002;4637139.04;0
Rio Grande do Sul;Sudoeste Rio-grandense;2003;5646536.88;0.217676854
Rio Grande do Sul;Sudoeste Rio-grandense;2004;6150015.99;0.089166
Rio Grande do Sul;Sudoeste Rio-grandense;2005;5882674.59;-0.043470033
Rio Grande do Sul;Sudoeste Rio-grandense;2006;6361976.7;0.081476904
Rio Grande do Sul;Sudoeste Rio-grandense;2007;6948688.38;0.092221602
Rio Grande do Sul;Sudoeste Rio-grandense;2008;8299300.0;0.194369289
Rio Grande do Sul;Sudoeste Rio-grandense;2009;8700840.1;0.048382406
Rio Grande do Sul;Sudoeste Rio-grandense;2010;9770953.33;0.122989644
Rio Grande do Sul;Sudoeste Rio-grandense;2011;10229865.82;0.046967013
Rio Grande do Sul;Sudoeste Rio-grandense;2012;11468083.41;0.121039475
Rio Grande do Sul;Sudoeste Rio-grandense;2013;14200464.17;0.238259582
Rio Grande do Sul;Sudoeste Rio-grandense;2014;15271671.53;0.075434672
Rio Grande do Sul;Sudoeste Rio-grandense;2015;17480256.43;0.144619723
Rio Grande do Sul;Sudoeste Rio-grandense;2016;18742317.82;0.072199249
Rio Grande do Sul;Sudoeste Rio-grandense;2017;20002643.45;0.067244918
Rio Grande do Sul;Sudeste Rio-grandense;2002;5676551.85;0
Rio Grande do Sul;Sudeste Rio-grandense;2003;6966639.66;0.227266102
Rio Grande do Sul;Sudeste Rio-grandense;2004;7362366.18;0.05680307
Rio Grande do Sul;Sudeste Rio-grandense;2005;7295153.26;-0.009129255
Rio Grande do Sul;Sudeste Rio-grandense;2006;8037121.84;0.101707059
Rio Grande do Sul;Sudeste Rio-grandense;2007;9975348.32;0.241159275
Rio Grande do Sul;Sudeste Rio-grandense;2008;11605065.94;0.163374508
Rio Grande do Sul;Sudeste Rio-grandense;2009;12199119.93;0.051189196
Rio Grande do Sul;Sudeste Rio-grandense;2010;14202965.21;0.164261462
Rio Grande do Sul;Sudeste Rio-grandense;2011;15445221.13;0.087464547
Rio Grande do Sul;Sudeste Rio-grandense;2012;17314984.84;0.121057749
Rio Grande do Sul;Sudeste Rio-grandense;2013;20463604.61;0.181843634
Rio Grande do Sul;Sudeste Rio-grandense;2014;21263874.51;0.039106986
Rio Grande do Sul;Sudeste Rio-grandense;2015;22626627.74;0.06408772
Rio Grande do Sul;Sudeste Rio-grandense;2016;26639480.31;0.17735089
Rio Grande do Sul;Sudeste Rio-grandense;2017;27226667.74;0.022042
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2002;1083951.25;0
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2003;1389358.84;0.28175399
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2004;1491507.17;0.07352192
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2005;1611190.47;0.080243195
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2006;1972197.54;0.224062317
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2007;2179489.09;0.10510689
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2008;2823056.15;0.295283451
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2009;2838571.26;0.005495856
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2010;3341316.1;0.177111932
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2011;3715659.82;0.112034812
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2012;4161000.16;0.119854982
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2013;4641417.28;0.115457126
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2014;5370656.22;0.157115574
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2015;5262884.1;-0.020066844
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2016;5167176.67;-0.018185358
Mato Grosso do Sul;Pantanais Sul Mato-grossense;2017;5511320.24;0.066601859
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2002;6422991.02;0
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2003;8038754.11;0.251559295
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2004;8924496.88;0.110184085
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2005;9490508.58;0.063422253
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2006;10842612.55;0.142469074
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2007;12171349.87;0.122547708
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2008;14396721.63;0.18283689
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2009;16229537.5;0.127307863
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2010;18750560.69;0.155335492
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2011;21613457.62;0.152683271
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2012;24021614.5;0.111419326
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2013;25940734.75;0.079891393
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2014;29679835.87;0.144140139
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2015;30652756.8;0.032780536
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2016;32654611.35;0.065307488
Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;2017;34246201.8;0.048740144
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2002;3923803.25;0
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2003;5188305.13;0.322264344
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2004;5856471.59;0.128783185
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2005;5600660.41;-0.043680086
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2006;6097205.35;0.088658284
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2007;6324285.79;0.037243364
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2008;7551187.04;0.193998388
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2009;8576755.92;0.135815584
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2010;11187621.9;0.304411832
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2011;12927451.28;0.155513781
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2012;14349315.44;0.109987973
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2013;17041146.28;0.18759298
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2014;19542934.04;0.146808655
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2015;20636067.48;0.055934971
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2016;23682802.22;0.147641247
Mato Grosso do Sul;Leste de Mato Grosso do Sul;2017;25387565.09;0.071983157
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2002;5009678.4;0
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2003;7230148.27;0.443236011
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2004;7099832.54;-0.018023936
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2005;7022898.91;-0.010835978
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2006;7755878.37;0.104369929
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2007;9409640.44;0.213226922
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2008;11448298.23;0.21665629
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2009;11872877.06;0.037086633
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2010;13991157.7;0.178413423
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2011;16876593.73;0.206232829
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2012;19481270.79;0.154336657
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2013;21579902.96;0.10772563
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2014;24356706.59;0.128675446
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2015;26530846.33;0.089262468
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2016;30387694.92;0.145372241
Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;2017;31227108.16;0.027623459
Mato Grosso;Norte Mato-grossense;2002;6105042.88;0
Mato Grosso;Norte Mato-grossense;2003;8894019.21;0.456831571
Mato Grosso;Norte Mato-grossense;2004;11553999.2;0.299075134
Mato Grosso;Norte Mato-grossense;2005;11143496.32;-0.035529073
Mato Grosso;Norte Mato-grossense;2006;9058683.55;-0.18708785
Mato Grosso;Norte Mato-grossense;2007;12295045.0;0.3572662
Mato Grosso;Norte Mato-grossense;2008;17285805.71;0.405916425
Mato Grosso;Norte Mato-grossense;2009;17960114.3;0.039009382
Mato Grosso;Norte Mato-grossense;2010;17775991.09;-0.010251784
Mato Grosso;Norte Mato-grossense;2011;24316486.87;0.367939866
Mato Grosso;Norte Mato-grossense;2012;28907525.42;0.18880353
Mato Grosso;Norte Mato-grossense;2013;32331186.25;0.118434933
Mato Grosso;Norte Mato-grossense;2014;36531351.32;0.129910639
Mato Grosso;Norte Mato-grossense;2015;38395864.85;0.051038723
Mato Grosso;Norte Mato-grossense;2016;46690662.24;0.216033613
Mato Grosso;Norte Mato-grossense;2017;47309110.8;0.013245658
Mato Grosso;Nordeste Mato-grossense;2002;1311925.45;0
Mato Grosso;Nordeste Mato-grossense;2003;1815695.91;0.383993206
Mato Grosso;Nordeste Mato-grossense;2004;2310378.55;0.272447956
Mato Grosso;Nordeste Mato-grossense;2005;2299845.92;-0.004558833
Mato Grosso;Nordeste Mato-grossense;2006;2052295.76;-0.107637715
Mato Grosso;Nordeste Mato-grossense;2007;2516907.13;0.226386167
Mato Grosso;Nordeste Mato-grossense;2008;3395678.97;0.349147503
Mato Grosso;Nordeste Mato-grossense;2009;3615997.67;0.064882076
Mato Grosso;Nordeste Mato-grossense;2010;3741465.81;0.03469807
Mato Grosso;Nordeste Mato-grossense;2011;4982418.67;0.331675585
Mato Grosso;Nordeste Mato-grossense;2012;5815145.8;0.16713311
Mato Grosso;Nordeste Mato-grossense;2013;6717079.25;0.155100746
Mato Grosso;Nordeste Mato-grossense;2014;7856496.67;0.169629891
Mato Grosso;Nordeste Mato-grossense;2015;8613826.61;0.096395375
Mato Grosso;Nordeste Mato-grossense;2016;10054245.07;0.167221669
Mato Grosso;Nordeste Mato-grossense;2017;10499720.62;0.04430721
Mato Grosso;Sudoeste Mato-grossense;2002;1867047.24;0
Mato Grosso;Sudoeste Mato-grossense;2003;2367092.35;0.267826705
Mato Grosso;Sudoeste Mato-grossense;2004;2657131.46;0.122529698
Mato Grosso;Sudoeste Mato-grossense;2005;2749479.22;0.034754682
Mato Grosso;Sudoeste Mato-grossense;2006;2845887.99;0.035064375
Mato Grosso;Sudoeste Mato-grossense;2007;3364462.24;0.182218784
Mato Grosso;Sudoeste Mato-grossense;2008;4069382.08;0.20951932
Mato Grosso;Sudoeste Mato-grossense;2009;4460911.79;0.096213553
Mato Grosso;Sudoeste Mato-grossense;2010;5386596.14;0.207510122
Mato Grosso;Sudoeste Mato-grossense;2011;6001824.05;0.114214597
Mato Grosso;Sudoeste Mato-grossense;2012;6453527.42;0.075261015
Mato Grosso;Sudoeste Mato-grossense;2013;7338218.44;0.137086428
Mato Grosso;Sudoeste Mato-grossense;2014;7718704.8;0.051849964
Mato Grosso;Sudoeste Mato-grossense;2015;8597435.05;0.113844262
Mato Grosso;Sudoeste Mato-grossense;2016;9564152.2;0.112442507
Mato Grosso;Sudoeste Mato-grossense;2017;9855784.32;0.030492208
Mato Grosso;Centro-Sul Mato-grossense;2002;6230438.31;0
Mato Grosso;Centro-Sul Mato-grossense;2003;8120524.98;0.303363355
Mato Grosso;Centro-Sul Mato-grossense;2004;9985337.15;0.229641824
Mato Grosso;Centro-Sul Mato-grossense;2005;10892262.47;0.090825708
Mato Grosso;Centro-Sul Mato-grossense;2006;11097431.4;0.018836209
Mato Grosso;Centro-Sul Mato-grossense;2007;12502271.51;0.126591466
Mato Grosso;Centro-Sul Mato-grossense;2008;14714358.01;0.176934767
Mato Grosso;Centro-Sul Mato-grossense;2009;16353347.44;0.111387084
Mato Grosso;Centro-Sul Mato-grossense;2010;18674357.93;0.14192877
Mato Grosso;Centro-Sul Mato-grossense;2011;20473028.13;0.096317646
Mato Grosso;Centro-Sul Mato-grossense;2012;23732551.59;0.159210618
Mato Grosso;Centro-Sul Mato-grossense;2013;26009301.98;0.095933654
Mato Grosso;Centro-Sul Mato-grossense;2014;30414731.62;0.169379003
Mato Grosso;Centro-Sul Mato-grossense;2015;31892007.45;0.048571062
Mato Grosso;Centro-Sul Mato-grossense;2016;34520701.99;0.082424869
Mato Grosso;Centro-Sul Mato-grossense;2017;36386845.41;0.054058675
Mato Grosso;Sudeste Mato-grossense;2002;3676198.66;0
Mato Grosso;Sudeste Mato-grossense;2003;5499764.45;0.496046585
Mato Grosso;Sudeste Mato-grossense;2004;6881823.81;0.251294282
Mato Grosso;Sudeste Mato-grossense;2005;7171970.69;0.042161335
Mato Grosso;Sudeste Mato-grossense;2006;5645865.88;-0.212787374
Mato Grosso;Sudeste Mato-grossense;2007;7348892.53;0.301641358
Mato Grosso;Sudeste Mato-grossense;2008;9737280.49;0.324999713
Mato Grosso;Sudeste Mato-grossense;2009;10303045.59;0.058102989
Mato Grosso;Sudeste Mato-grossense;2010;11022544.4;0.069833604
Mato Grosso;Sudeste Mato-grossense;2011;13380199.03;0.213893866
Mato Grosso;Sudeste Mato-grossense;2012;14756940.91;0.102893976
Mato Grosso;Sudeste Mato-grossense;2013;16817132.67;0.139608322
Mato Grosso;Sudeste Mato-grossense;2014;18713235.87;0.112748305
Mato Grosso;Sudeste Mato-grossense;2015;19919184.67;0.064443627
Mato Grosso;Sudeste Mato-grossense;2016;23050534.06;0.157202689
Mato Grosso;Sudeste Mato-grossense;2017;22753596.69;-0.012882017
Goiás;Noroeste Goiano;2002;1188648.38;0
Goiás;Noroeste Goiano;2003;1388295.06;0.167961092
Goiás;Noroeste Goiano;2004;1586792.38;0.142979202
Goiás;Noroeste Goiano;2005;1618610.7;0.020051974
Goiás;Noroeste Goiano;2006;1734421.6;0.07154957
Goiás;Noroeste Goiano;2007;1968828.39;0.135149833
Goiás;Noroeste Goiano;2008;2143542.79;0.088740289
Goiás;Noroeste Goiano;2009;2385996.05;0.113108663
Goiás;Noroeste Goiano;2010;2777011.99;0.163879542
Goiás;Noroeste Goiano;2011;3191012.28;0.149081204
Goiás;Noroeste Goiano;2012;3812853.71;0.194872779
Goiás;Noroeste Goiano;2013;4196509.16;0.100621602
Goiás;Noroeste Goiano;2014;4534600.82;0.080564976
Goiás;Noroeste Goiano;2015;4833139.27;0.065835663
Goiás;Noroeste Goiano;2016;5006190.65;0.035805171
Goiás;Noroeste Goiano;2017;5298682.75;0.058426081
Goiás;Norte Goiano;2002;1807042.32;0
Goiás;Norte Goiano;2003;2164050.0;0.197564648
Goiás;Norte Goiano;2004;2431636.72;0.123650895
Goiás;Norte Goiano;2005;2581635.71;0.061686431
Goiás;Norte Goiano;2006;2879842.79;0.115510906
Goiás;Norte Goiano;2007;4026859.66;0.398291488
Goiás;Norte Goiano;2008;4006231.45;-0.005122654
Goiás;Norte Goiano;2009;4047526.58;0.010307724
Goiás;Norte Goiano;2010;4764891.06;0.177235273
Goiás;Norte Goiano;2011;5555046.81;0.165828713
Goiás;Norte Goiano;2012;6267666.71;0.128283329
Goiás;Norte Goiano;2013;5836115.98;-0.06885349
Goiás;Norte Goiano;2014;5909772.84;0.01262087
Goiás;Norte Goiano;2015;6945993.26;0.175340144
Goiás;Norte Goiano;2016;6265106.19;-0.098025875
Goiás;Norte Goiano;2017;6703612.21;0.069991794
Goiás;Centro Goiano;2002;19166758.52;0
Goiás;Centro Goiano;2003;22002107.82;0.147930559
Goiás;Centro Goiano;2004;24555616.93;0.116057476
Goiás;Centro Goiano;2005;27124896.4;0.104631029
Goiás;Centro Goiano;2006;32493440.4;0.197919429
Goiás;Centro Goiano;2007;37169285.82;0.143901211
Goiás;Centro Goiano;2008;42028683.43;0.130736911
Goiás;Centro Goiano;2009;48362863.24;0.150710879
Goiás;Centro Goiano;2010;56874615.4;0.175997689
Goiás;Centro Goiano;2011;64397821.49;0.132277046
Goiás;Centro Goiano;2012;71557122.91;0.111173037
Goiás;Centro Goiano;2013;78310453.32;0.094376774
Goiás;Centro Goiano;2014;89123235.47;0.138075847
Goiás;Centro Goiano;2015;91364697.0;0.025150136
Goiás;Centro Goiano;2016;93041593.8;0.018353881
Goiás;Centro Goiano;2017;99869479.6;0.073385306
Goiás;Leste Goiano;2002;3351418.62;0
Goiás;Leste Goiano;2003;4189939.7;0.250198849
Goiás;Leste Goiano;2004;4823092.38;0.1511126
Goiás;Leste Goiano;2005;5258808.19;0.090339512
Goiás;Leste Goiano;2006;5724715.92;0.088595688
Goiás;Leste Goiano;2007;6757221.88;0.180359336
Goiás;Leste Goiano;2008;7897718.56;0.16878189
Goiás;Leste Goiano;2009;8920099.07;0.129452639
Goiás;Leste Goiano;2010;10208749.57;0.14446594
Goiás;Leste Goiano;2011;11835847.78;0.159382714
Goiás;Leste Goiano;2012;13823897.29;0.167968493
Goiás;Leste Goiano;2013;15550573.01;0.124905132
Goiás;Leste Goiano;2014;16858283.07;0.084094011
Goiás;Leste Goiano;2015;18255793.51;0.082897555
Goiás;Leste Goiano;2016;20174127.28;0.105080821
Goiás;Leste Goiano;2017;20348570.56;0.008646881
Goiás;Sul Goiano;2002;13115496.74;0
Goiás;Sul Goiano;2003;15813496.63;0.205710843
Goiás;Sul Goiano;2004;17706676.94;0.119719272
Goiás;Sul Goiano;2005;17281161.57;-0.024031351
Goiás;Sul Goiano;2006;18542981.92;0.073017103
Goiás;Sul Goiano;2007;21488371.98;0.15884123
Goiás;Sul Goiano;2008;26341387.57;0.2258438
Goiás;Sul Goiano;2009;29149258.14;0.106595393
Goiás;Sul Goiano;2010;32144841.45;0.102767051
Goiás;Sul Goiano;2011;36316992.48;0.129792242
Goiás;Sul Goiano;2012;43296284.41;0.192177035
Goiás;Sul Goiano;2013;47406523.65;0.09493284
Goiás;Sul Goiano;2014;48589426.27;0.024952317
Goiás;Sul Goiano;2015;52232827.21;0.074983411
Goiás;Sul Goiano;2016;57272585.61;0.096486418
Goiás;Sul Goiano;2017;59678344.4;0.042005416
Distrito Federal;Distrito Federal;2002;53902199.8;0
Distrito Federal;Distrito Federal;2003;58456124.32;0.084484947
Distrito Federal;Distrito Federal;2004;67076505.2;0.14746754
Distrito Federal;Distrito Federal;2005;75732681.21;0.1290493
Distrito Federal;Distrito Federal;2006;84661405.54;0.117897903
Distrito Federal;Distrito Federal;2007;93404000.77;0.103265416
Distrito Federal;Distrito Federal;2008;110299557.2;0.18088686
Distrito Federal;Distrito Federal;2009;124323753.1;0.127146439
Distrito Federal;Distrito Federal;2010;144174101.6;0.15966658
Distrito Federal;Distrito Federal;2011;154568954.0;0.072099304
Distrito Federal;Distrito Federal;2012;164101336.5;0.061670745
